call_time,hour,day_of_week,is_weekend,month,time_since_last_call,customer_id,customer_age,occupation,city,gender,loan_amount,days_overdue,loan_type,payment_history,last_call_outcome,num_prev_calls,time_since_last_answered_call,call_answered
2024-07-02 07:35:24.691444,7,1,0,7,11.27,37784043,44,Self-Employed,Tier-3,Male,32594.82,3,MHF Loan,1.0,Voicemail,1,13.64,0
2024-07-27 00:23:05.383028,0,5,1,7,48.81,83921388,48,Self-Employed,Tier-2,,72216.19,34,MHF Loan,2.0,Busy,6,3.52,0
2024-01-08 17:24:55.282917,17,0,0,1,226.34,57706987,59,Salaried,Tier-2,Female,73934.36,24,MHF Loan,0.0,Answered,6,0.04,1
2024-12-20 10:49:03.068326,10,4,0,12,,65047022,23,Salaried,Tier-3,Female,63715.43,3,MHF Loan,0.0,Answered,1,0.01,1
2024-02-15 17:29:53.846416,17,3,0,2,113.47,79727087,24,Salaried,Metro,Female,23424.26,13,MHF Loan,0.0,Answered,1,0.02,1
2024-09-26 20:29:22.250869,20,3,0,9,173.43,36211189,64,Student,Tier-3,Female,60638.21,5,MHF Loan,1.0,Answered,1,0.03,1
2024-10-06 02:29:15.851596,2,6,1,10,1.13,65571318,18,Homemaker,Tier-2,Other,38073.06,13,MHF Loan,2.0,Answered,2,0.02,1
2024-11-27 14:07:29.601593,14,2,0,11,1.34,55085557,45,Self-Employed,Tier-2,Male,54209.57,5,MHF Loan,0.0,Answered,7,0.01,1
2024-10-01 03:39:45.828775,3,1,0,10,54.76,24938997,26,Retired,Metro,Male,31858.63,23,MHF Loan,1.0,Answered,3,0.02,1
2024-11-21 14:37:23.317752,14,3,0,11,16.72,62687737,58,Self-Employed,Tier-3,Female,22733.09,37,MHF Loan,2.0,Answered,4,0.01,1
2024-01-15 07:07:22.798300,7,0,0,1,57.45,92310014,46,Self-Employed,Metro,Male,70524.4,29,MHF Loan,1.0,Not Answered,3,26.98,0
2024-05-14 15:06:10.531608,15,1,0,5,28.36,99387905,48,Student,Tier-2,Female,57324.29,2,MHF Loan,2.0,Answered,2,0.01,1
2024-08-03 14:24:24.014372,14,5,1,8,114.45,27036162,38,Salaried,Metro,Male,46639.11,4,MHF Loan,2.0,Answered,3,0.02,1
2024-01-19 02:07:48.161796,2,4,0,1,32.22,61377027,39,Retired,Tier-2,Female,64022.47,5,MHF Loan,2.0,Answered,3,0.02,1
2024-12-28 00:53:27.191233,0,5,1,12,20.49,33589762,22,Self-Employed,Tier-3,Male,5000.0,6,MHF Loan,,Answered,5,0.01,1
2024-05-16 03:20:31.590661,3,3,0,5,4.42,62949889,37,Self-Employed,Metro,Female,18446.53,4,MHF Loan,0.0,Busy,1,39.3,0
2024-08-28 03:42:48.914594,3,2,0,8,10.06,78416394,22,Homemaker,Metro,Male,26838.83,6,MHF Loan,0.0,Not Answered,3,18.81,0
2024-07-11 07:46:22.132429,7,3,0,7,139.58,12880395,49,Student,Metro,Female,31722.44,3,MHF Loan,,Voicemail,3,0.72,0
2024-02-13 20:11:10.540971,20,1,0,2,22.95,16288268,21,Self-Employed,Metro,Female,103409.65,3,MHF Loan,,Busy,2,1.56,0
2024-04-12 03:51:22.573872,3,4,0,4,72.55,40405517,37,Retired,Metro,Male,39435.71,20,MHF Loan,1.0,Answered,6,0.03,1
2024-03-19 07:04:05.328693,7,1,0,3,40.67,68454929,37,Student,Tier-2,Female,61699.94,0,MHF Loan,2.0,Not Answered,4,12.66,0
2024-05-10 22:10:25.008198,22,4,0,5,,17598997,39,Student,Metro,Male,84528.45,4,MHF Loan,,Not Answered,2,,0
2024-04-17 22:00:06.757449,22,2,0,4,33.76,79727127,36,Salaried,Tier-2,Female,45715.05,4,MHF Loan,0.0,Voicemail,1,11.79,0
2024-08-18 00:10:06.377823,0,6,1,8,2.1,87853591,46,Unemployed,Tier-2,Female,16474.24,21,MHF Loan,2.0,Answered,4,0.01,1
2024-02-25 16:59:43.835507,16,6,1,2,13.08,46434841,22,Salaried,Tier-2,Male,42296.53,7,MHF Loan,1.0,Answered,1,0.03,1
2024-02-10 23:27:45.209524,23,5,1,2,29.35,54561305,37,Self-Employed,Metro,Female,52845.04,26,MHF Loan,1.0,Busy,3,5.99,0
2024-01-30 02:03:23.259541,2,1,0,1,,23104026,28,Student,Metro,Male,39733.16,5,MHF Loan,1.0,Busy,1,0.14,0
2024-10-31 00:01:19.932157,0,3,0,10,93.29,34638359,32,Unemployed,Tier-2,Other,23270.05,4,MHF Loan,1.0,Busy,3,3.24,0
2024-06-06 03:24:34.872780,3,3,0,6,2.24,27822620,37,Self-Employed,Tier-2,Male,42718.81,4,MHF Loan,,Not Answered,4,32.01,0
2024-10-11 17:23:53.908704,17,4,0,10,135.46,36997662,22,Student,Metro,Female,38334.9,20,MHF Loan,1.0,Answered,4,0.01,1
2024-04-03 14:27:33.564035,14,2,0,4,49.64,29919778,27,Unemployed,Tier-3,Male,13446.61,16,MHF Loan,0.0,Answered,1,0.01,1
2024-06-01 21:37:13.192317,21,5,1,6,31.93,34114083,18,Self-Employed,Metro,Male,62406.38,3,MHF Loan,0.0,Answered,1,0.0,1
2024-09-10 17:09:08.580360,17,1,0,9,24.81,88377894,30,Student,Metro,Female,56244.03,6,MHF Loan,1.0,Answered,4,0.01,1
2024-07-02 04:00:26.973669,4,1,0,7,0.97,90737203,59,Salaried,Metro,Male,68093.73,11,MHF Loan,0.0,Not Answered,5,3.56,0
2024-02-09 05:58:02.097462,5,4,0,2,33.37,97815093,54,Self-Employed,Tier-2,Male,57455.88,8,MHF Loan,0.0,,4,0.02,1
2024-10-01 23:34:23.304182,23,1,0,10,58.81,97815094,45,Homemaker,Tier-2,Male,38952.36,1,MHF Loan,1.0,Not Answered,1,4.14,0
2024-01-05 20:12:36.529532,20,4,0,1,0.24,73173561,51,Salaried,Tier-3,Female,65652.06,30,MHF Loan,0.0,Answered,4,0.02,1
2024-07-20 23:48:34.095605,23,5,1,7,47.47,35162684,47,Unemployed,Tier-3,Female,23745.94,3,MHF Loan,2.0,Answered,3,0.04,1
2024-08-28 20:52:44.223052,20,2,0,8,9.92,75532864,50,Salaried,Tier-3,Female,67400.04,8,MHF Loan,1.0,Busy,2,0.09,0
2024-04-05 06:21:20.238421,6,4,0,4,17.18,14453318,44,Salaried,Metro,Male,40310.91,11,MHF Loan,0.0,Not Answered,0,14.83,0
2024-06-12 10:02:18.762368,10,2,0,6,1.73,53774921,31,Homemaker,Tier-2,Male,74753.57,7,MHF Loan,1.0,Answered,3,0.02,1
2024-09-05 17:47:40.698677,17,3,0,9,27.5,15501902,34,Retired,Metro,Female,74262.16,0,MHF Loan,2.0,Answered,2,0.02,1
2024-12-16 15:57:49.270234,15,0,0,12,2.78,44599887,24,Homemaker,Metro,Male,40379.09,4,MHF Loan,0.0,Answered,3,0.01,1
2024-04-26 05:27:21.567000,5,4,0,4,15.56,75532880,45,Homemaker,Tier-2,Female,43684.4,15,MHF Loan,1.0,Busy,1,5.97,0
2024-03-04 09:02:35.519162,9,0,0,3,25.38,49318483,18,Self-Employed,Metro,Male,84070.52,17,MHF Loan,0.0,Not Answered,4,0.48,0
2024-05-05 16:31:55.189293,16,6,1,5,9.94,30444117,30,Self-Employed,Metro,Female,82218.53,12,MHF Loan,0.0,Answered,2,0.01,1
2024-01-19 19:27:57.081380,19,4,0,1,34.46,82086488,52,Salaried,Tier-2,Female,72940.87,7,MHF Loan,0.0,Answered,2,0.02,1
2024-09-07 07:32:11.575489,7,5,1,9,28.67,96766558,40,Self-Employed,Metro,Male,87172.96,1,MHF Loan,0.0,Answered,1,0.02,1
2024-03-13 15:06:28.469685,15,2,0,3,22.18,55609953,36,Unemployed,Tier-3,Female,50212.54,34,MHF Loan,2.0,Answered,5,0.0,1
2024-01-14 11:34:46.583210,11,6,1,1,1.26,67668581,58,Salaried,Metro,Other,5000.0,9,MHF Loan,2.0,Answered,1,0.02,1
2024-12-13 04:45:56.130319,4,4,0,12,33.91,22841959,39,Unemployed,Metro,Male,38244.52,9,MHF Loan,0.0,Not Answered,3,5.87,0
2024-07-24 10:06:57.319739,10,2,0,7,4.66,70027880,45,Self-Employed,Metro,Male,53491.74,3,MHF Loan,0.0,Answered,2,0.01,1
2024-03-31 13:25:05.028723,13,6,1,3,9.43,25463399,22,Student,Tier-2,Female,40710.38,6,MHF Loan,,Answered,3,0.02,1
2024-12-01 01:05:36.721864,1,6,1,12,20.6,92834411,33,Salaried,Metro,Male,40403.42,12,MHF Loan,1.0,Voicemail,2,12.84,0
2024-02-02 10:48:48.643370,10,4,0,2,5.36,45124208,56,Unemployed,Metro,Male,42091.92,13,MHF Loan,0.0,Answered,2,0.04,1
2024-10-24 21:52:43.027742,21,3,0,10,5.46,76843635,57,Self-Employed,Tier-2,Other,25077.03,13,MHF Loan,0.0,Answered,2,0.0,1
2024-06-26 13:32:44.617929,13,2,0,6,49.56,72387189,65,Self-Employed,Tier-2,Male,75570.88,0,MHF Loan,1.0,Answered,3,,1
2024-09-14 10:39:10.067247,10,5,1,9,7.19,28871287,41,Salaried,Tier-2,Female,48798.66,7,MHF Loan,1.0,Answered,4,0.01,1
2024-12-26 02:04:37.508844,2,3,0,12,17.18,93620862,65,Student,Metro,Male,35961.84,6,MHF Loan,0.0,Answered,4,0.03,1
2024-10-28 08:08:56.600912,8,0,0,10,,70027902,42,Salaried,Tier-3,Other,58957.13,0,MHF Loan,1.0,Busy,4,7.03,0
2024-04-17 14:08:26.229488,14,2,0,4,26.57,44862080,45,Salaried,Tier-3,Female,35518.36,0,MHF Loan,0.0,Answered,4,0.04,1
2024-11-25 05:14:18.129563,5,0,0,11,26.62,55609983,43,Self-Employed,Tier-3,Male,47171.44,1,MHF Loan,2.0,Busy,2,1.69,0
2024-12-27 16:28:38.316455,16,4,0,12,24.4,39357066,33,Salaried,Tier-2,Male,40549.93,6,MHF Loan,0.0,Answered,4,0.01,1
2024-02-20 06:26:05.968445,6,1,0,2,68.79,40143499,32,Salaried,Tier-3,Male,34517.27,6,MHF Loan,1.0,Voicemail,3,8.65,0
2024-11-26 16:21:19.285159,16,1,0,11,88.26,76581524,30,Salaried,Metro,Male,9535.39,2,MHF Loan,1.0,Answered,2,0.02,1
2024-12-13 03:09:07.789822,3,4,0,12,4.44,54299287,55,Salaried,Tier-2,Other,67955.78,5,MHF Loan,2.0,Answered,3,0.01,1
2024-01-27 09:04:42.919477,9,5,1,1,101.97,54823575,49,Retired,Tier-2,Female,94175.32,4,MHF Loan,2.0,Answered,2,0.03,1
2024-09-13 01:12:38.613522,1,4,0,9,88.52,84183705,25,Salaried,Tier-2,Male,48534.0,24,MHF Loan,0.0,Busy,4,2.46,0
2024-08-13 14:56:35.759286,14,1,0,8,117.86,14715546,34,Self-Employed,Tier-2,Male,47168.04,23,MHF Loan,1.0,Answered,2,0.01,1
2024-01-18 00:14:40.343359,0,3,0,1,4.14,58493595,35,Retired,Metro,Female,60956.05,3,MHF Loan,0.0,Answered,3,,1
2024-08-12 07:11:22.806963,7,0,0,8,24.71,11045532,41,Unemployed,Metro,Male,49881.66,0,MHF Loan,0.0,Not Answered,1,7.32,0
2024-05-14 13:39:00.506984,13,1,0,5,77.58,97290908,59,Salaried,Tier-2,Male,73911.49,11,MHF Loan,,Answered,4,0.04,1
2024-08-15 18:57:11.767956,18,3,0,8,72.96,23366301,26,Retired,Tier-3,Female,35272.58,8,MHF Loan,2.0,Answered,4,0.03,1
2024-02-08 10:52:12.393050,10,3,0,2,20.59,24677022,40,Self-Employed,Metro,Female,41512.95,2,MHF Loan,1.0,Answered,2,0.0,1
2024-02-22 17:27:07.158289,17,3,0,2,37.76,59804324,40,Homemaker,Tier-3,Male,43834.38,3,MHF Loan,2.0,Answered,3,0.02,1
2024-12-23 10:51:03.986453,10,0,0,12,41.56,65571495,65,Retired,Metro,Male,34303.25,9,MHF Loan,2.0,Answered,4,0.01,1
2024-06-16 23:29:38.423631,23,6,1,6,82.08,29133480,39,Unemployed,Tier-2,Female,59721.98,35,MHF Loan,1.0,Answered,2,0.0,1
2024-03-10 12:47:53.310021,12,6,1,3,18.57,41192106,23,Retired,Tier-2,Female,51855.53,0,MHF Loan,0.0,Answered,2,0.01,1
2024-11-22 01:46:56.415196,1,4,0,11,3.45,99650223,39,Unemployed,Tier-2,Other,22713.33,18,MHF Loan,0.0,Not Answered,4,0.17,0
2024-11-19 02:25:52.049659,2,1,0,11,27.04,22842031,34,,Tier-2,Female,28486.32,10,MHF Loan,1.0,Not Answered,2,7.34,0
2024-08-13 06:42:53.808869,6,1,0,8,45.57,97815222,32,Salaried,Tier-3,Male,75439.03,10,MHF Loan,0.0,Not Answered,5,3.54,0
2024-04-29 10:26:24.616319,10,0,0,4,65.65,82873014,33,Self-Employed,Tier-2,Female,41072.55,12,MHF Loan,0.0,Answered,2,0.02,1
2024-02-10 02:34:40.102681,2,5,1,2,30.2,97028790,22,Salaried,Tier-2,Male,75608.32,11,MHF Loan,0.0,Answered,2,0.02,1
2024-05-30 09:33:41.366607,9,3,0,5,23.69,43027131,44,Salaried,Metro,Female,39586.53,1,MHF Loan,0.0,Answered,5,0.04,1
2024-09-25 12:20:44.957622,12,2,0,9,28.64,36997821,62,Self-Employed,Tier-2,Male,64134.11,6,MHF Loan,2.0,Answered,3,0.01,1
2024-02-23 10:28:36.665313,10,4,0,2,99.95,92572355,50,Self-Employed,Tier-2,Female,25493.96,8,MHF Loan,0.0,Answered,2,0.02,1
2024-05-24 06:49:36.311652,6,4,0,5,91.09,56658638,40,Self-Employed,Metro,Male,54661.77,2,MHF Loan,2.0,Not Answered,3,8.41,0
2024-11-22 11:51:37.748853,11,4,0,11,37.07,53512911,30,Salaried,Tier-2,Female,30799.18,2,MHF Loan,0.0,Answered,3,0.02,1
2024-10-15 10:46:58.695387,10,1,0,10,9.63,53512914,36,Salaried,Tier-3,Female,50524.41,0,MHF Loan,0.0,Answered,1,0.02,1
2024-02-26 07:44:23.390819,7,0,0,2,46.01,27822803,29,Homemaker,Tier-2,Male,45461.89,0,MHF Loan,0.0,Not Answered,4,6.53,0
2024-06-03 20:37:20.877168,20,0,0,6,15.2,19434196,44,Salaried,Tier-3,Male,5000.0,1,MHF Loan,,Busy,3,9.4,0
2024-07-06 23:42:24.761951,23,5,1,7,0.26,67668694,36,Salaried,Tier-2,Female,34026.45,2,MHF Loan,1.0,Answered,1,0.01,1
2024-01-29 09:17:04.843445,9,0,0,1,12.01,48532185,31,Salaried,Metro,Other,51325.19,16,MHF Loan,0.0,Voicemail,5,1.86,0
2024-05-11 17:23:36.944724,17,5,1,5,27.78,43289311,32,Homemaker,Metro,Female,39150.16,5,MHF Loan,1.0,Answered,4,0.03,1
2024-01-03 05:20:28.287902,5,2,0,1,31.36,56658655,36,Homemaker,Tier-2,Female,34696.82,4,MHF Loan,2.0,Answered,0,0.03,1
2024-01-10 21:17:28.208662,21,2,0,1,153.1,29133541,18,Self-Employed,Metro,Female,24976.05,8,MHF Loan,,Not Answered,4,,0
2024-02-18 01:14:48.412631,1,6,1,2,124.88,88115945,31,Retired,Tier-2,Male,67188.85,0,MHF Loan,0.0,Answered,3,0.01,1
2024-09-14 07:51:52.350833,7,5,1,9,42.91,30444265,49,Self-Employed,Tier-2,Male,49815.42,30,MHF Loan,1.0,Answered,3,0.02,1
2024-02-03 12:19:47.540695,12,5,1,2,7.82,44862188,36,Unemployed,Tier-3,Male,5000.0,2,MHF Loan,0.0,Answered,5,0.02,1
2024-12-16 18:59:46.553459,18,0,0,12,218.52,99388144,35,Self-Employed,Metro,Female,82997.84,17,MHF Loan,0.0,Not Answered,1,7.44,0
2024-11-23 19:58:07.090910,19,5,1,11,0.86,43551473,39,Self-Employed,Tier-2,Female,20173.15,3,MHF Loan,0.0,Answered,0,0.04,1
2024-01-29 00:31:01.050543,0,0,0,1,33.4,41716467,47,Self-Employed,Tier-2,Female,21650.38,1,MHF Loan,0.0,Voicemail,3,5.92,0
2024-07-10 12:14:57.081678,12,2,0,7,8.13,66095862,43,Salaried,Metro,Male,57174.62,22,MHF Loan,1.0,Busy,3,26.0,0
2024-05-14 20:51:23.154687,20,1,0,5,158.77,93096695,46,Self-Employed,Tier-2,Other,62455.72,11,MHF Loan,0.0,Not Answered,6,35.89,0
2024-03-14 11:32:27.199149,11,3,0,3,28.21,55872250,35,Retired,Tier-2,Female,30551.59,4,MHF Loan,0.0,Answered,3,0.04,1
2024-05-03 22:58:20.467095,22,4,0,5,0.63,23890689,31,Self-Employed,Tier-3,Female,62219.01,15,MHF Loan,1.0,Busy,6,26.96,0
2024-07-31 09:47:45.452837,9,2,0,7,74.37,93620993,40,Self-Employed,Tier-2,Male,82177.69,1,MHF Loan,0.0,Answered,3,0.02,1
2024-02-20 23:07:29.468388,23,1,0,2,70.41,48270085,33,,Metro,Male,34628.95,0,MHF Loan,0.0,Not Answered,4,,0
2024-08-01 15:43:30.038684,15,3,0,8,80.14,39881478,40,Self-Employed,Tier-3,Female,39650.09,15,MHF Loan,0.0,Answered,7,0.04,1
2024-02-12 20:09:48.789751,20,0,0,2,82.72,33590023,32,Salaried,Tier-2,Female,20500.76,4,MHF Loan,0.0,Busy,3,8.87,0
2024-11-23 22:18:37.916662,22,5,1,11,126.93,55872264,38,Retired,Tier-2,Female,27651.74,8,MHF Loan,0.0,Answered,3,0.0,1
2024-10-11 02:14:52.934529,2,4,0,10,75.75,52726535,52,Self-Employed,Tier-3,Male,27169.33,9,MHF Loan,0.0,Answered,2,,1
2024-09-10 02:39:44.328367,2,1,0,9,34.97,42765063,44,Salaried,Tier-3,Female,45174.68,5,MHF Loan,0.0,Busy,0,1.73,0
2024-02-25 04:56:18.535075,4,6,1,2,92.4,80251659,49,Self-Employed,Tier-3,Male,64990.65,8,MHF Loan,2.0,Answered,4,0.02,1
2024-12-19 16:00:19.844703,16,3,0,12,12.75,12880650,54,Salaried,Tier-2,Female,77265.88,9,MHF Loan,0.0,Answered,3,0.04,1
2024-03-06 19:01:00.579856,19,2,0,3,5.29,75270925,76,Salaried,Tier-2,Male,58485.98,1,MHF Loan,0.0,Answered,5,0.04,1
2024-02-22 11:23:54.698754,11,3,0,2,21.08,95718156,39,Self-Employed,Tier-3,Male,62177.8,3,MHF Loan,2.0,Answered,1,0.04,1
2024-08-22 17:52:28.241764,17,3,0,8,12.65,60328721,34,Unemployed,Tier-2,Male,37357.14,6,MHF Loan,0.0,,4,0.03,1
2024-08-11 00:11:49.331381,0,6,1,8,49.94,14977810,56,Salaried,Metro,Female,53454.01,3,MHF Loan,1.0,Answered,2,0.0,1
2024-05-17 17:41:26.469231,17,4,0,5,158.85,39095057,41,Salaried,Tier-2,Male,74257.34,8,MHF Loan,1.0,Answered,2,0.01,1
2024-06-03 19:20:46.589405,19,0,0,6,23.53,46172951,41,Homemaker,Tier-3,Male,48016.74,12,MHF Loan,1.0,Voicemail,2,20.11,0
2024-12-13 01:50:15.644962,1,4,0,12,15.98,21531420,23,Student,Tier-3,Male,18786.29,6,MHF Loan,2.0,Voicemail,3,,0
2024-01-26 18:18:12.046949,18,4,0,1,26.88,33852189,62,Salaried,Tier-3,Male,48285.04,32,MHF Loan,0.0,Answered,6,,1
2024-03-08 23:12:38.633345,23,4,0,3,14.36,92834591,50,Retired,Tier-2,Female,46065.58,6,MHF Loan,1.0,Answered,6,0.02,1
2024-10-30 16:04:05.079318,16,2,0,10,47.95,87853858,50,Self-Employed,Metro,Female,46656.17,19,MHF Loan,0.0,Answered,3,0.04,1
2024-08-25 01:35:43.173495,1,6,1,8,39.55,78416675,58,Retired,Tier-2,Female,52200.27,10,MHF Loan,2.0,Answered,2,0.04,1
2024-10-26 23:36:52.626100,23,5,1,10,19.43,95193895,37,Salaried,Metro,Male,26630.91,16,MHF Loan,1.0,Voicemail,3,2.84,0
2024-03-12 15:11:06.750005,15,1,0,3,12.39,86018858,38,Salaried,Metro,Female,44198.37,34,MHF Loan,1.0,Voicemail,3,7.6,0
2024-08-25 16:38:42.660715,16,6,1,8,2.72,59542317,35,Salaried,Tier-2,Male,79170.42,36,MHF Loan,1.0,Answered,5,0.01,1
2024-08-02 22:45:21.739692,22,4,0,8,149.85,34376506,25,Unemployed,Tier-2,Male,64714.03,4,MHF Loan,1.0,Busy,3,0.32,0
2024-07-18 11:02:47.531574,11,3,0,7,103.39,48532287,31,Self-Employed,Tier-2,Female,5000.0,8,MHF Loan,1.0,Answered,2,0.01,1
2024-05-19 05:18:25.223125,5,6,1,5,16.37,81824575,34,Salaried,Tier-3,Male,48985.9,10,MHF Loan,0.0,Answered,1,0.01,1
2024-08-03 09:19:27.131495,9,5,1,8,81.91,75795274,49,Salaried,Tier-3,Male,44542.08,4,MHF Loan,0.0,Answered,2,0.04,1
2024-12-05 08:18:19.191005,8,3,0,12,74.0,42240845,41,Salaried,Tier-2,,72812.07,15,MHF Loan,2.0,Voicemail,2,3.65,0
2024-06-07 06:41:56.162155,6,4,0,6,69.95,22842192,28,,Tier-3,Male,44793.72,0,MHF Loan,1.0,Not Answered,2,,0
2024-09-11 05:45:00.115949,5,2,0,9,38.17,75270992,52,Salaried,Metro,,82495.78,13,MHF Loan,1.0,Voicemail,3,2.87,0
2024-04-26 19:07:08.774639,19,4,0,4,7.25,41192274,40,Salaried,Tier-2,Other,66304.04,20,MHF Loan,0.0,Voicemail,5,11.73,0
2024-06-30 01:15:33.046074,1,6,1,6,4.24,45124435,44,Self-Employed,Tier-3,Male,81685.92,8,MHF Loan,,Answered,1,0.0,1
2024-12-10 05:59:38.270926,5,1,0,12,12.68,25463640,76,Student,Tier-3,Male,51959.77,6,MHF Loan,,Answered,6,0.04,1
2024-04-20 12:11:55.464914,12,5,1,4,,92048219,51,Salaried,Tier-2,Female,32258.96,5,MHF Loan,0.0,Answered,0,0.01,1
2024-12-17 03:41:23.972603,3,1,0,12,12.08,54299498,37,Salaried,Tier-2,Female,81265.77,3,MHF Loan,0.0,Not Answered,3,8.32,0
2024-02-21 22:22:56.237147,22,2,0,2,7.38,13929326,41,Salaried,Metro,Female,39526.36,14,MHF Loan,2.0,Not Answered,4,3.81,0
2024-02-14 16:12:09.814928,16,2,0,2,15.83,61639536,34,Homemaker,Metro,Female,5000.0,25,MHF Loan,2.0,Answered,3,0.01,1
2024-11-21 18:00:52.380208,18,3,0,11,72.09,45386611,35,Unemployed,Tier-3,Female,36006.98,0,MHF Loan,0.0,Answered,1,0.03,1
2024-10-21 08:28:15.461076,8,0,0,10,,58755964,33,Unemployed,Metro,Male,69816.37,1,MHF Loan,0.0,Busy,5,11.67,0
2024-05-25 13:46:43.609150,13,5,1,5,18.55,46697340,26,Salaried,Tier-2,Male,26638.37,6,MHF Loan,1.0,Answered,5,0.02,1
2024-02-18 07:44:11.019391,7,6,1,2,33.78,80251775,43,Student,Metro,Male,74166.68,3,MHF Loan,0.0,Busy,6,1.16,0
2024-10-01 21:44:06.287708,21,1,0,10,26.93,90999680,47,Salaried,Metro,Female,20868.1,9,MHF Loan,2.0,Not Answered,3,2.21,0
2024-02-08 12:56:28.119781,12,3,0,2,11.72,98601859,44,Student,Tier-3,Male,18888.37,23,MHF Loan,0.0,Answered,6,0.01,1
2024-06-22 12:41:13.652597,12,5,1,6,7.14,48532356,48,Self-Employed,Metro,Female,46620.89,11,MHF Loan,1.0,Answered,1,0.01,1
2024-05-16 17:16:18.011502,17,3,0,5,0.85,31230857,25,Homemaker,Tier-2,Female,77706.08,24,MHF Loan,2.0,Answered,6,0.04,1
2024-06-15 13:39:02.535674,13,5,1,6,25.45,99912588,23,Self-Employed,Tier-3,Female,44505.33,1,MHF Loan,0.0,Answered,1,0.01,1
2024-09-14 07:12:48.173087,7,5,1,9,,73960335,33,Salaried,Tier-3,Male,66525.71,22,MHF Loan,0.0,Answered,4,0.01,1
2024-06-16 15:15:51.760501,15,6,1,6,29.18,38570898,28,Self-Employed,Tier-3,Male,56886.84,14,MHF Loan,0.0,Answered,1,0.03,1
2024-09-28 05:50:26.877656,5,5,1,9,39.41,47745945,27,Self-Employed,Metro,Male,5000.0,4,MHF Loan,1.0,Answered,1,0.03,1
2024-09-28 00:27:54.667982,0,5,1,9,45.06,83135386,46,Salaried,Tier-2,Female,19403.94,17,MHF Loan,2.0,Voicemail,4,3.73,0
2024-03-12 13:56:29.402651,13,1,0,3,191.79,36998044,23,Salaried,Metro,,56025.8,22,MHF Loan,1.0,Voicemail,6,32.51,0
2024-07-07 03:02:28.603756,3,6,1,7,11.57,23366557,51,Self-Employed,Tier-3,Female,80271.5,1,MHF Loan,0.0,Answered,2,0.03,1
2024-10-02 19:05:27.239903,19,2,0,10,79.85,72649630,29,Self-Employed,Tier-2,Female,61147.22,0,MHF Loan,2.0,Busy,2,7.4,0
2024-01-15 10:17:41.854591,10,0,0,1,80.32,40668063,40,Salaried,Tier-2,Female,79135.56,17,MHF Loan,0.0,Answered,1,0.02,1
2024-01-30 18:54:47.840921,18,1,0,1,,44075936,21,Unemployed,Tier-2,Female,44704.65,1,MHF Loan,2.0,Not Answered,2,5.72,0
2024-10-11 18:08:57.412647,18,4,0,10,138.32,27298719,35,Retired,Tier-2,Female,63407.73,1,MHF Loan,2.0,Answered,4,0.02,1
2024-10-06 07:14:27.381822,7,6,1,10,31.64,25988002,24,Self-Employed,Tier-3,,24793.53,3,MHF Loan,2.0,Answered,1,0.02,1
2024-05-07 12:51:08.050846,12,1,0,5,121.49,43813791,36,Self-Employed,Metro,Male,38546.73,6,MHF Loan,1.0,Answered,1,0.02,1
2024-07-04 21:11:18.371160,21,3,0,7,1.38,52988836,46,Self-Employed,Metro,Female,36235.21,2,MHF Loan,2.0,Not Answered,3,17.05,0
2024-10-17 09:03:54.955859,9,3,0,10,6.73,65047456,37,Self-Employed,Tier-2,Female,104457.96,37,MHF Loan,2.0,Answered,3,0.02,1
2024-05-12 15:02:58.860365,15,6,1,5,21.83,81300392,21,Unemployed,Tier-2,Female,16217.51,5,MHF Loan,2.0,Answered,5,0.01,1
2024-09-08 00:08:53.711439,0,6,1,9,60.7,79203242,35,Salaried,Tier-2,Female,57818.76,5,MHF Loan,0.0,Answered,2,0.0,1
2024-11-24 15:50:05.454874,15,6,1,11,61.06,18123692,45,Homemaker,Metro,Female,24125.15,6,MHF Loan,0.0,Answered,5,0.0,1
2024-09-22 01:12:20.857338,1,6,1,9,40.18,59280301,48,Self-Employed,Tier-2,Male,52998.79,1,MHF Loan,,Answered,1,0.01,1
2024-06-17 22:54:19.336175,22,0,0,6,104.71,33065902,57,Retired,Metro,Female,66297.74,4,MHF Loan,2.0,Answered,2,,1
2024-08-20 13:25:06.645476,13,1,0,8,13.03,56921011,43,Salaried,Metro,Female,22746.01,17,MHF Loan,1.0,Not Answered,2,3.85,0
2024-01-16 12:27:22.885289,12,1,0,1,91.5,78154676,42,Salaried,Metro,Male,65575.68,29,MHF Loan,1.0,Not Answered,1,2.73,0
2024-10-13 12:38:43.334109,12,6,1,10,5.1,68455351,43,Self-Employed,Tier-3,Male,67838.4,6,MHF Loan,0.0,Answered,2,,1
2024-01-03 02:06:04.064561,2,2,0,1,76.69,58493880,62,Unemployed,Metro,Female,43929.79,8,MHF Loan,0.0,Answered,6,0.03,1
2024-10-30 15:51:33.997048,15,2,0,10,53.21,28609464,39,Salaried,Metro,Female,59407.87,9,MHF Loan,2.0,Voicemail,3,1.05,0
2024-02-07 03:56:24.503292,3,2,0,2,,16026554,25,Salaried,Metro,Male,39569.86,9,MHF Loan,0.0,Voicemail,3,1.28,0
2024-01-07 15:40:05.880939,15,6,1,1,22.45,65833917,34,Salaried,Tier-2,Male,48393.48,0,MHF Loan,2.0,Answered,3,0.04,1
2024-12-11 04:38:07.438178,4,2,0,12,46.66,44862400,29,Self-Employed,Metro,Male,60584.52,13,MHF Loan,2.0,Not Answered,2,34.5,0
